Time,CPM
1710976818.879665,14
1710976828.8837495,9
1710976838.8916237,10
1710976848.901847,13
1710976858.9120438,16
1710976868.9223313,7
1710976878.932687,11
1710976888.9396892,8
1710976898.9500432,11
1710976908.9604335,10
1710976918.9637036,11
1710976928.9740632,10
