Time,Latitude,Longitude,counts,PM1,PM25,PM10,Temperature,Humidity,Pressure,Altitude,VOC
1712791299.31,0,0,47.5,0.0,1.0,4.0,26.658710937499997,44.73279561792347,1006.9960596329172,52.19892412807227,24305.0
1712791301.28,0,0,39.0,0.0,1.0,4.0,26.7723828125,44.12489782782567,1006.9941331995409,52.215043621718706,40166.0
1712791303.31,0,0,39.0,0.0,1.0,4.0,26.869648437499997,43.4119785040141,1007.0018752956561,52.150261534286464,52530.0
1712791305.28,0,0,40.5,0.0,1.0,4.0,26.9528515625,42.77794928921152,1006.9982348898425,52.18072262702787,63258.5
1712791307.32,0,0,47.0,0.0,1.0,4.0,27.02814453125,41.98753437700107,1007.0020739202109,52.14859955776312,71813.5
1712791309.26,0,0,44.0,0.0,1.0,4.0,27.02814453125,41.98753437700107,1007.0020739202109,52.14859955776312,71813.5
1712791311.29,0,0,44.0,0.0,2.0,4.0,27.093671875,41.64714857775242,1007.0060083206837,52.11567856842397,77812.0
1712791314.01,0,0,44.0,0.0,2.0,4.0,27.093671875,41.64714857775242,1007.0060083206837,52.11567856842397,77812.0
1712791315.29,0,0,45.0,0.0,2.0,4.0,27.15197265625,41.757685968534304,1007.0047940265823,52.12583912073812,84049.5
1712791317.31,0,0,87.0,0.0,2.0,3.0,27.158125,41.61286939962192,1007.0081370805824,52.09786626451009,83124.0
1712791319.33,0,0,35.5,0.0,2.0,3.0,27.2352734375,41.30419289665373,1007.0063785526661,52.11258067122127,92296.0
1712791321.31,0,0,35.5,0.0,2.0,2.0,27.314375,41.120523323293924,1007.0009488467363,52.158013603480654,96254.5
1712791323.28,0,0,34.0,0.0,2.0,2.0,27.37765625,40.822956541561084,1006.994170719216,52.214729706521226,101591.5
1712791325.37,0,0,44.5,0.0,2.0,2.0,27.43439453125,40.38649772743722,1006.9894203633332,52.25447853620431,105680.0
1712791327.29,0,0,47.0,0.0,2.0,2.0,27.480390625,40.00877097052647,1006.9900638364959,52.24909424235163,109486.0
1712791329.31,0,0,36.5,0.0,2.0,2.0,27.52287109375,39.64613818049524,1006.995195662813,52.20615342234832,112723.0
1712791331.27,0,0,36.5,0.0,2.0,2.0,27.5661328125,39.54814090787052,1006.999032910333,52.174045215235054,114024.0
1712791333.31,0,0,41.0,0.0,2.0,2.0,27.6044140625,39.842983738296674,1006.9971676576806,52.18965272229174,117271.5
1712791335.28,0,0,42.5,0.0,2.0,2.0,27.63634765625,39.787703046408566,1006.9925009450658,52.228701584721094,120420.0
1712791337.31,0,0,44.5,1.0,2.0,2.0,27.66916015625,39.59455149017802,1006.9910147807032,52.2411371448603,123029.0
1712791339.27,0,0,44.5,1.0,2.0,2.0,27.704609375,39.44000204459833,1006.9930450822326,52.224148512445566,125048.0
1712791341.31,0,0,47.0,1.0,2.0,2.0,27.74025390625,39.42042324378467,1006.9867716886735,52.2766415712364,125940.5
1712791343.29,0,0,45.0,1.0,2.0,2.0,27.77765625,39.603424780468686,1006.9704790671703,52.41297250724509,128163.5
1712791345.32,0,0,42.5,1.0,2.0,2.0,27.81642578125,39.510809402595335,1006.9590382400074,52.508706217335856,130198.5
1712791347.25,0,0,41.0,1.0,2.0,2.0,27.81642578125,39.510809402595335,1006.9590382400074,52.508706217335856,130198.5
1712791349.29,0,0,41.0,1.0,2.0,2.0,27.8489453125,39.37064469845758,1006.9630736188536,52.47493911306499,132359.5
1712791351.29,0,0,38.5,1.0,2.0,2.0,27.883417968750003,39.38904947602964,1006.9763882721013,52.36352616732181,133259.0
1712791353.31,0,0,44.0,1.0,2.0,2.0,27.91642578125,39.59801031681317,1006.9820890259045,52.31582431804068,134484.0
1712791355.29,0,0,51.5,1.0,2.0,2.0,27.9458203125,39.78334363385804,1006.9783300713714,52.34727778091929,135683.0
1712791357.33,0,0,47.0,1.0,2.0,2.0,27.97775390625,39.86916257055718,1006.9839621723903,52.30015045591734,137126.5
1712791359.26,0,0,47.0,1.0,2.0,2.0,28.01125,39.85813159113652,1006.9878738723061,52.26741896554675,138318.0
1712791361.31,0,0,52.0,1.0,2.0,2.0,28.04474609375,39.99718175072913,1006.9900555096727,52.2491639059666,138544.0
1712791363.29,0,0,41.5,1.0,2.0,2.0,28.07560546875,40.41323210535562,1006.993889838983,52.2170800123878,139528.0
1712791365.31,0,0,51.0,1.0,2.0,2.0,28.10626953125,40.76526507815748,1006.9948072436364,52.20940354157935,139065.5
1712791367.27,0,0,51.0,1.0,2.0,2.0,28.146992187499997,41.35658874953545,1006.9925898668955,52.22795752666421,139005.0
1712791369.31,0,0,53.0,1.0,2.0,2.0,28.19484375,42.249191414563086,1006.9953070845393,52.20522109765436,137183.5
1712791371.29,0,0,41.0,1.0,2.0,2.0,28.24669921875,43.36009441779636,1006.9951743226928,52.20633200735679,137521.5
1712791373.31,0,0,45.0,1.0,2.0,2.0,28.30646484375,44.01724349894185,1006.9952257475495,52.20590169514941,138774.0
1712791375.29,0,0,43.5,1.0,2.0,2.0,28.3649609375,43.81630100194468,1007.000920260423,52.158252788077114,143362.5
1712791377.33,0,0,43.5,1.0,2.0,2.5,28.4290234375,42.72463966174307,1007.0028988452316,52.14169700983904,145970.0
1712791379.28,0,0,42.5,1.0,2.0,2.5,28.496796875,41.750191268268935,1007.0015275776569,52.15317105938426,149972.5
1712791381.31,0,0,39.0,1.0,2.0,3.0,28.5610546875,40.6566454602532,1007.0046566791334,52.12698838344841,152759.0
1712791383.28,0,0,49.5,1.0,2.0,3.0,28.62638671875,39.44086773805819,1007.0043711697294,52.12937736360118,154671.5
