Time,CPM
1710976120.0086768,6
1710976130.0155914,11
1710976140.0257888,11
1710976150.0359766,9
1710976160.0436099,13
1710976170.0538087,22
1710976180.0640562,3
1710976190.0743644,14
1710976200.084751,17
1710976210.095133,19
1710976220.1055207,22
1710976230.1159074,16
