Time,CPM
1710975258.6139505,19
1710975268.6243143,19
1710975278.634701,10
1710975288.6450922,15
1710975298.6555305,15
1710975308.6659267,8
1710975318.6762838,23
1710975328.6793685,15
1710975338.6897862,18
1710975348.7001948,18
1710975358.7073972,13
1710975368.717839,14
