Time,CPM
1710974734.9597516,28
1710974744.970109,31
1710974754.9804134,24
1710974764.9907541,25
1710974775.0011177,30
1710974785.0115485,25
1710974795.0219026,22
1710974805.0322628,26
1710974815.0426815,30
1710974825.05306,34
1710974835.0633852,32
1710974845.064907,27
