Time,CPM
1710977136.0772986,5
1710977146.0876698,8
1710977156.0979462,9
1710977166.108147,6
1710977176.1184459,8
1710977186.1286974,16
1710977196.1388974,11
1710977206.1491003,10
1710977216.1592994,6
1710977226.1635797,6
1710977236.173891,11
1710977246.18416,10
