Time,Latitude,Longitude,counts,PM1,PM25,PM10,Temperature,Humidity,Pressure,Altitude,VOC
1712802204.16,0,0,101.5,0.0,1.0,1.0,20.834101562500003,48.141528422759954,1005.917911052197,61.22427317542301,250159.5
1712802206.13,0,0,90.0,0.0,1.0,1.0,20.7899609375,48.454917242970666,1005.9156810920687,61.2429486441214,199033.0
1712802208.08,0,0,90.0,0.0,1.0,1.0,20.703828125,48.76288329604639,1005.9190767587008,61.21451065803678,180745.5
1712802210.13,0,0,92.0,0.0,1.0,1.0,20.7118359375,48.53083622689404,1005.917981578677,61.223682512454886,212409.0
1712802212.1,0,0,89.0,0.0,1.0,1.0,20.73625,48.288825908082146,1005.9230256842104,61.181439298706394,230660.5
1712802214.13,0,0,88.5,0.0,1.0,1.0,20.758417968750003,48.09881336668087,1005.9260136266425,61.15641604224743,241275.0
1712802216.1,0,0,90.5,0.0,1.0,1.0,20.773359375,47.96310645824482,1005.9279925807795,61.13984285475288,248358.5
1712802218.18,0,0,90.5,0.0,1.0,1.0,20.79630859375,47.87729478554175,1005.9220474946419,61.189631557009164,251879.0
1712802220.1,0,0,93.0,0.0,1.0,1.0,20.82404296875,47.79819850835126,1005.9130182955458,61.26524907543309,256780.5
1712802222.13,0,0,97.5,0.0,1.0,1.0,20.853828125,47.75293591306135,1005.904858128275,61.33358919450628,259620.5
1712802224.1,0,0,101.5,0.0,1.0,1.0,20.879511718750003,47.69804147927792,1005.9103059944873,61.28796411207618,260230.5
1712802226.11,0,0,101.5,0.0,1.0,1.0,20.901875,47.65191318011289,1005.9187266116639,61.217443026704586,262826.0
1712802228.11,0,0,129.5,0.0,1.0,1.0,20.921796875,47.623797179335114,1005.9213526258159,61.19545076372208,265258.0
1712802230.14,0,0,119.0,0.0,1.0,1.0,20.94669921875,47.584084265521824,1005.9280463864471,61.139392349033365,265902.0
1712802232.11,0,0,137.5,0.0,1.0,1.0,20.970722656249997,47.5534175259711,1005.9281466562127,61.13855253886743,268392.5
1712802234.13,0,0,131.0,0.0,1.5,1.5,20.998359375,47.51099600236819,1005.933438230672,61.09423719408572,269493.0
1712802236.11,0,0,131.0,0.0,1.5,1.5,21.02443359375,47.43793249561546,1005.9335516103214,61.093287660563284,269380.5
1712802238.12,0,0,123.0,0.0,2.0,2.0,21.05841796875,47.381061835901974,1005.9375115496139,61.06012446645916,271267.5
1712802240.1,0,0,124.0,0.0,2.0,2.0,21.08712890625,47.3114011166264,1005.9454446885418,60.99368737642983,272953.5
1712802242.13,0,0,143.0,0.0,2.0,2.0,21.1122265625,47.24133558967814,1005.9405000120125,61.03509717885983,273975.5
1712802244.1,0,0,126.0,0.0,2.0,2.0,21.13205078125,47.134171987276396,1005.9412385080511,61.02891253885773,274545.0
1712802246.08,0,0,126.0,0.0,1.5,2.0,21.13205078125,47.134171987276396,1005.9412385080511,61.02891253885773,274545.0
1712802248.1,0,0,139.0,0.0,1.5,2.0,21.11984375,46.983778059465365,1005.9302002743163,61.121354098513294,276622.0
1712802250.13,0,0,128.0,0.0,1.0,2.0,21.089765625,46.837477278584224,1005.9182772191704,61.221206591396495,279675.0
1712802252.11,0,0,132.5,0.0,1.0,2.0,21.10109375,46.690114892870525,1005.9218703478032,61.19111495726237,277790.5
1712802254.11,0,0,132.5,0.0,1.0,2.0,21.114375000000003,46.59463615947529,1005.9150746830246,61.24802720749982,278257.5
1712802256.1,0,0,152.0,0.0,1.0,2.0,21.12482421875,46.51705460862532,1005.9180495672958,61.22311312151257,278848.0
1712802258.13,0,0,141.5,0.0,1.0,2.0,21.1262890625,46.432398043712425,1005.9187936375389,61.216881692186256,281710.5
1712802260.11,0,0,132.5,0.0,1.0,2.0,21.12267578125,46.37140705138151,1005.9212829297728,61.19603443756351,282675.0
1712802262.14,0,0,136.0,0.0,1.0,2.0,21.111445312500003,46.354955151034574,1005.9315107745763,61.11037906590407,283649.0
1712802264.11,0,0,136.0,0.0,1.0,2.0,21.09552734375,46.304663204888115,1005.9449893572412,60.99750071643139,284880.0
1712802266.1,0,0,139.5,0.0,1.0,2.0,21.0758984375,46.256981113242304,1005.9326254722264,61.101043754155214,285617.0
1712802268.13,0,0,150.0,0.0,1.0,2.0,21.05646484375,46.197237701976604,1005.932536124722,61.101792024490166,285126.5
1712802270.11,0,0,134.5,0.0,1.0,2.0,21.040546875,46.16816511692102,1005.9246734152533,61.167639980516185,284753.5
1712802272.14,0,0,124.5,0.0,1.5,2.0,21.02443359375,46.154193156573115,1005.9173365406537,61.229084568456415,284876.0
1712802274.09,0,0,124.5,0.0,1.5,2.0,21.01017578125,46.13741586889664,1005.9156643190602,61.24308908173003,285246.0
1712802276.13,0,0,122.0,0.0,2.0,2.0,20.99787109375,46.096687254133755,1005.9206735471901,61.201137884121756,286361.5
1712802278.1,0,0,129.5,0.0,2.0,2.0,20.9841015625,46.0739302487935,1005.930057353482,61.12255098455791,286865.0
1712802280.13,0,0,140.0,0.0,2.0,2.0,20.97775390625,46.10039349816305,1005.9416212819251,61.02570694966464,285865.0
1712802282.1,0,0,140.0,0.0,2.0,2.0,20.9641796875,46.144154418673864,1005.9325563633001,61.10162266283132,286986.0
1712802284.13,0,0,131.5,0.0,1.5,2.0,20.95431640625,46.1369612097225,1005.9194618507115,61.211285555078454,286987.5
1712802286.1,0,0,135.5,0.0,1.5,2.0,20.941523437500003,46.081069735384226,1005.9057306194343,61.32628221657681,288494.0
1712802288.13,0,0,130.5,0.0,1.0,2.0,20.929609375,45.9739515312598,1005.8943235239251,61.42181558607196,290275.5
