Time,CPM
1710975103.938594,16
1710975113.949003,13
1710975123.9593987,13
1710975133.9697895,27
1710975143.9801865,16
1710975153.9905984,11
1710975164.0009706,19
1710975174.0113273,10
1710975184.0217135,12
1710975194.032099,10
1710975204.0424955,17
1710975214.0517306,24
