Time,CPM
1710974276.327815,45
1710974286.338357,51
1710974296.3487422,47
1710974306.3591409,53
1710974316.3597848,51
1710974326.370032,38
1710974336.371738,42
1710974346.3820739,36
1710974356.3924084,51
1710974366.4027503,51
1710974376.4131577,31
1710974386.4235616,49
