Time,PM10,PM25,PM100,Temperature,Gas,Humidity,Pressure,Altitude
1707954642.8907764,0,0,1,27.1,263649,39.5,1004.831,70.33
1707954643.9028563,0,0,1,27.1,264701,39.5,1004.824,70.39
1707954644.9149137,0,0,1,27.1,264912,39.5,1004.829,70.34
1707954645.9270778,0,0,1,27.1,267044,39.5,1004.833,70.31
1707954646.939187,0,0,1,27.1,268123,39.5,1004.835,70.29
1707954647.9511735,0,0,1,27.1,268557,39.5,1004.837,70.28
1707954648.9631772,0,0,1,27.1,269429,39.5,1004.838,70.27
1707954649.9751527,0,0,1,27.1,269648,39.4,1004.832,70.32
1707954650.987172,0,0,1,27.1,270087,39.5,1004.839,70.26
1707954651.999159,0,0,1,27.1,271635,39.5,1004.841,70.24
1707954653.0111785,0,0,1,27.1,272752,39.4,1004.843,70.23
1707954654.0231576,0,0,1,27.1,273877,39.4,1004.841,70.25
1707954655.0351744,0,0,1,27.1,275240,39.4,1004.837,70.28
1707954656.0472355,0,0,1,27.1,276617,39.3,1004.843,70.23
1707954657.0593362,0,0,1,27.1,275927,39.3,1004.847,70.2
1707954658.0713105,0,0,1,27.1,277543,39.3,1004.848,70.19
1707954659.0832782,0,0,1,27.2,278008,39.3,1004.851,70.16
1707954660.095239,0,0,0,27.2,278475,39.3,1004.846,70.21
1707954661.1071947,0,0,0,27.2,279884,39.3,1004.849,70.18
1707954662.1187665,0,0,0,27.2,281308,39.3,1004.847,70.19
1707954663.1308045,0,0,0,27.2,280831,39.3,1004.845,70.21
1707954664.1428225,0,0,0,27.2,282025,39.3,1004.841,70.25
1707954665.154936,0,0,0,27.2,281785,39.3,1004.849,70.18
1707954666.1669686,0,0,0,27.2,282987,39.2,1004.862,70.07
1707954667.1791568,0,0,0,27.2,283713,39.2,1004.858,70.11
1707954668.1911652,0,0,0,27.2,284931,39.2,1004.862,70.07
1707954669.203176,0,0,0,27.2,284931,39.2,1004.863,70.06
1707954670.2151783,0,0,0,27.2,285667,39.2,1004.862,70.07
1707954671.2272532,0,0,0,27.2,286407,39.2,1004.854,70.14
1707954672.2392383,0,0,0,27.2,286902,39.2,1004.854,70.14
1707954673.2512496,0,0,0,27.2,287898,39.2,1004.851,70.17
1707954674.2632587,0,0,0,27.2,289657,39.2,1004.852,70.15
1707954675.275253,0,0,0,27.2,290672,39.2,1004.849,70.18
1707954676.287248,0,0,0,27.1,291694,39.2,1004.846,70.21
1707954677.2992132,0,0,0,27.1,292724,39.2,1004.851,70.16
1707954678.3112185,0,0,0,27.1,292208,39.2,1004.841,70.24
1707954679.32319,0,0,0,27.1,292724,39.2,1004.853,70.15
1707954680.3351586,0,0,0,27.1,293760,39.2,1004.86,70.09
1707954681.3471782,0,0,0,27.1,294021,39.2,1004.861,70.08
1707954682.359699,0,0,0,27.1,295592,39.2,1004.865,70.05
1707954683.3717875,0,0,0,27.1,295329,39.2,1004.867,70.03
1707954684.3839262,0,0,0,27.1,295856,39.2,1004.87,70.01
1707954685.3952017,0,0,0,27.1,296915,39.2,1004.867,70.03
1707954686.407185,0,0,0,27.1,296915,39.2,1004.866,70.04
1707954687.4192128,0,0,0,27.1,298249,39.2,1004.862,70.07
1707954688.4311829,0,0,0,27.1,299056,39.2,1004.863,70.07
1707954689.4432657,0,0,0,27.1,298518,39.2,1004.86,70.09
1707954690.4552517,0,0,1,27.1,299326,39.2,1004.867,70.03
1707954691.4672205,0,0,1,27.1,299326,39.2,1004.863,70.07
1707954692.479206,0,0,1,27.1,300138,39.3,1004.868,70.02
1707954693.4912004,0,0,1,27.1,300682,39.3,1004.871,70.0
1707954694.503197,0,0,1,27.1,301501,39.3,1004.873,69.98
1707954695.5151732,0,0,1,27.1,302050,39.3,1004.875,69.96
1707954696.5271766,0,0,1,27.1,301776,39.3,1004.875,69.96
1707954697.539372,0,0,1,27.1,302878,39.3,1004.885,69.88
1707954698.5509942,0,0,1,27.1,303709,39.3,1004.896,69.79
1707954699.5630522,0,0,1,27.1,304266,39.3,1004.903,69.73
1707954700.5750673,0,0,1,27.1,303988,39.3,1004.905,69.71
1707954701.5872707,0,0,1,27.1,305386,39.3,1004.9,69.75
1707954702.5992424,0,0,1,27.1,305668,39.3,1004.899,69.76
1707954703.6112068,0,0,1,27.1,305668,39.3,1004.886,69.87
1707954704.6231763,0,0,1,27.1,306798,39.3,1004.879,69.93
1707954705.6351893,0,0,1,27.1,307367,39.3,1004.877,69.95
1707954706.6475437,0,0,1,27.1,306798,39.3,1004.884,69.89
1707954707.6596029,0,0,1,27.1,307367,39.3,1004.882,69.9
1707954708.6715996,0,0,1,27.1,308223,39.3,1004.882,69.9
1707954709.683198,0,0,1,27.1,307937,39.3,1004.88,69.92
1707954710.6952088,0,0,1,27.1,309085,39.3,1004.87,70.0
1707954711.7071855,0,0,1,27.1,309373,39.3,1004.856,70.12
1707954712.7191896,0,0,1,27.1,310241,39.3,1004.857,70.11
1707954713.731172,0,0,1,27.1,310241,39.3,1004.853,70.15
1707954714.7431695,0,0,2,27.1,311113,39.3,1004.852,70.16
1707954715.7551615,0,0,2,27.1,311405,39.3,1004.847,70.19
1707954716.7671645,0,0,2,27.1,311405,39.3,1004.846,70.21
1707954717.7791722,0,0,2,27.1,311405,39.3,1004.853,70.15
1707954718.7911463,0,0,2,27.1,312285,39.3,1004.857,70.11
1707954719.803168,0,0,2,27.1,313169,39.3,1004.858,70.11
1707954720.8151746,0,0,1,27.1,313169,39.3,1004.861,70.08
1707954721.8272197,0,0,1,27.1,314058,39.2,1004.853,70.14
1707954722.839174,0,0,1,27.1,314058,39.2,1004.852,70.16
1707954723.8513339,0,0,1,27.2,313761,39.2,1004.86,70.09
1707954724.8633041,0,0,1,27.2,314952,39.2,1004.864,70.06
1707954725.8752763,0,0,1,27.2,315551,39.2,1004.864,70.05
1707954726.8873105,0,0,1,27.2,316454,39.2,1004.862,70.07
1707954727.8992946,0,0,1,27.2,316756,39.2,1004.86,70.09
1707954728.9112875,0,0,1,27.2,317362,39.2,1004.865,70.05
1707954729.9233027,0,0,1,27.2,317059,39.2,1004.863,70.06
1707954730.9352524,0,0,1,27.2,317666,39.2,1004.863,70.06
1707954731.947191,0,0,1,27.2,317059,39.2,1004.865,70.04
1707954732.9592602,0,0,1,27.2,317971,39.2,1004.865,70.04
1707954733.9712837,0,0,1,27.2,317971,39.2,1004.868,70.02
1707954734.983249,0,0,1,27.2,317971,39.2,1004.869,70.01
1707954735.9951985,0,0,1,27.2,319502,39.2,1004.859,70.09
1707954737.0071611,0,0,1,27.2,319810,39.2,1004.861,70.08
1707954738.0191622,0,0,1,27.2,320118,39.2,1004.862,70.07
1707954739.0311928,0,0,0,27.2,320427,39.2,1004.869,70.01
1707954740.0431805,0,0,0,27.2,321047,39.2,1004.876,69.96
1707954741.055188,0,0,0,27.2,321047,39.2,1004.869,70.01
1707954742.0671248,0,0,0,27.2,321670,39.2,1004.866,70.04
1707954743.0778599,0,0,0,27.2,321358,39.2,1004.87,70.0
1707954744.088619,0,0,0,27.2,321670,39.2,1004.862,70.07
1707954745.0985594,0,0,0,27.2,322295,39.2,1004.859,70.09
1707954746.1093225,0,0,0,27.2,322608,39.2,1004.871,69.99
1707954747.1201477,0,0,0,27.2,322922,39.2,1004.879,69.93
1707954748.132267,0,0,0,27.1,323552,39.2,1004.883,69.89
1707954749.1443472,0,0,0,27.1,324184,39.2,1004.89,69.84
1707954750.1564276,0,0,0,27.1,324184,39.2,1004.887,69.86
1707954751.1684616,0,0,0,27.1,323552,39.2,1004.889,69.84
1707954752.1805198,0,0,0,27.1,323237,39.2,1004.886,69.87
1707954753.1925218,0,0,0,27.2,323868,39.2,1004.9,69.75
1707954754.204522,0,0,0,27.2,324184,39.2,1004.876,69.95
1707954755.2165325,0,0,0,27.2,324501,39.2,1004.865,70.04
1707954756.2286108,0,0,0,27.2,324184,39.2,1004.854,70.14
1707954757.2406702,0,0,0,27.2,324819,39.2,1004.844,70.22
1707954758.2527144,0,0,0,27.2,325137,39.2,1004.845,70.21
1707954759.2647033,0,0,0,27.2,324819,39.2,1004.867,70.03
1707954760.2766926,0,1,1,27.2,325456,39.2,1004.87,70.01
1707954761.2886865,0,1,1,27.2,325776,39.2,1004.884,69.89
1707954762.3006864,0,1,1,27.2,326738,39.2,1004.889,69.85
1707954763.3127217,0,1,1,27.2,326738,39.2,1004.892,69.82
1707954764.3240876,0,1,1,27.2,327383,39.1,1004.893,69.81
1707954765.3360898,0,1,1,27.2,327383,39.1,1004.896,69.79
1707954766.3480492,0,0,0,27.2,328680,39.1,1004.895,69.79
1707954767.3600628,0,0,0,27.2,329006,39.1,1004.893,69.81
1707954768.3720748,0,0,0,27.2,329006,39.1,1004.895,69.79
1707954769.384019,0,0,0,27.2,329660,39.1,1004.902,69.73
1707954770.396048,0,0,0,27.2,330316,39.1,1004.902,69.73
1707954771.408003,0,0,0,27.2,330975,39.1,1004.902,69.74
1707954772.420053,0,0,0,27.2,330975,39.1,1004.899,69.76
1707954773.4320679,0,0,0,27.2,329006,39.1,1004.898,69.77
1707954774.444079,0,0,0,27.2,328355,39.2,1004.894,69.8
1707954775.455187,0,1,1,27.2,329006,39.3,1004.891,69.83
1707954776.4669938,0,1,1,27.1,324501,39.4,1004.894,69.8
1707954777.4789631,0,1,1,27.1,322922,39.6,1004.889,69.84
1707954778.4909601,0,0,0,27.1,321982,39.9,1004.883,69.89
1707954779.5033998,0,0,0,27.1,321670,40.2,1004.866,70.04
1707954780.5149903,0,0,0,27.1,323237,40.3,1004.847,70.2
1707954781.5271466,0,0,0,27.2,323552,40.4,1004.826,70.38
