Time,CPM
1710975700.1618297,10
1710975710.172231,12
1710975720.1812325,7
1710975730.183065,7
1710975740.1923127,11
1710975750.1996377,9
1710975760.203986,11
1710975770.2103229,17
1710975780.2197843,10
1710975790.230091,11
1710975800.2395844,8
1710975810.2498353,9
